Age Range,Experience,Industry,Job Title,Education,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
26-29,6,Athletics/Apparel,Clinical Athletic Instructor,Master's Degree,United States,42500.0,0.02,0.0,Female
26-29,6,Contractor,Graphic Designer,Bachelor's Degree,United States,54000.0,0.02,0.0,Female
26-29,6,Health Care,Coo,Master's Degree,United States,58000.0,0.02,0.0,Female
26-29,6,Esg,Assistant Director,Doctoral Degree,United States,47000.0,0.03,0.0,Female
26-29,6,Aviation,Analyst,Bachelor's Degree,United States,70000.0,0.03,0.0,Female
26-29,6,Finance,Digital Marketing Manager,Bachelor's Degree,United States,95000.0,0.04,0.0,Female
26-29,6,Construction,Project Manager,Bachelor's Degree,United States,85000.0,0.05,0.0,Female
26-29,6,Telecommunications,Recruiter,Bachelor's Degree,United States,90000.0,0.05,0.0,Female
26-29,6,Marketing,Digital Marketing Manager,Bachelor's Degree,United States,100000.0,0.05,0.0,Female
26-29,6,Communications/Media,Manager,Bachelor's Degree,United States,115000.0,0.05,0.0,Female
26-29,6,Advertising,Graphic Designer,Bachelor's Degree,United States,75000.0,0.06,0.0,Female
26-29,6,E-Commerce,Digital Designer,Bachelor's Degree,United States,92000.0,0.06,0.0,Female
26-29,6,Law/Legal/Attorney,Manager,Bachelor's Degree,United States,60000.0,0.07,0.0,Female
26-29,6,Gaming,Manager,Bachelor's Degree,United States,90000.0,0.07,0.0,Female
26-29,6,Merchandise/Cpg,Manager,Master's Degree,United States,103000.0,0.07,0.0,Female
26-29,6,Marketing,Marketing,Bachelor's Degree,Canada,48041.5,0.06,0.0,Female
26-29,6,Air Transportation,Communication Manager,Bachelor's Degree,United States,45000.0,0.1,0.0,Female
26-29,6,Biotech,Coo,Bachelor's Degree,United States,58240.0,0.1,0.0,Female
26-29,6,Health Care,Marketing,Bachelor's Degree,United States,60000.0,0.1,0.0,Female
26-29,6,Research,Customer Success Manager,Associate Degree,United States,70000.0,0.1,0.0,Female
26-29,6,Information,Engineering Research Manager,Bachelor's Degree,United States,70200.0,0.1,0.0,Female
26-29,6,Consulting,City Planner,Bachelor's Degree,United States,72000.0,0.1,0.0,Female
26-29,6,Content Creating,Biographer,Associate Degree,United States,72500.0,0.1,0.0,Female
26-29,6,Rental And Leasing Services,Analyst,Bachelor's Degree,United States,73000.0,0.1,0.0,Female
26-29,6,Finance,Executive Assistant,Bachelor's Degree,United States,75000.0,0.1,0.0,Female
26-29,6,Communications/Media,Editors,Bachelor's Degree,United States,81000.0,0.1,0.0,Female
26-29,6,Real Estate/Housing,Digital Marketing Manager,Bachelor's Degree,United States,85000.0,0.1,0.0,Female
26-29,6,E-Commerce,Manager,Master's Degree,United States,85000.0,0.1,0.0,Female
26-29,6,Health Care,Graphic Designer,Bachelor's Degree,United States,85000.0,0.1,0.0,Female
26-29,6,Biotech,Research,Master's Degree,United States,87000.0,0.1,0.0,Female
26-29,6,Design,Graphic Designer,Bachelor's Degree,United States,87000.0,0.1,0.0,Female
26-29,6,Medical Field/Medicine,Guide Dog Trainer,Bachelor's Degree,United States,90000.0,0.1,0.0,Female
26-29,6,Biotech,Recruiter,Bachelor's Degree,United States,92000.0,0.1,0.0,Female
26-29,6,Merchandise/Cpg,Recruiter,Bachelor's Degree,United States,95000.0,0.1,0.0,Female
26-29,6,Rental And Leasing Services,Marketing,Bachelor's Degree,United States,103500.0,0.1,0.0,Female
26-29,6,Marketing,Manager,Bachelor's Degree,United States,106000.0,0.1,0.0,Female
26-29,6,Computer Software,Consultant,Master's Degree,United States,110000.0,0.1,0.0,Female
26-29,6,Merchandise/Cpg,Digital Marketing Manager,Master's Degree,United States,116000.0,0.1,0.0,Female
26-29,6,Social Media,Coordinator Of Rehabilitation Services,Bachelor's Degree,United States,125000.0,0.1,0.0,Female
26-29,6,Pharmacy,Coo,Bachelor's Degree,United States,70000.0,0.12,0.0,Female
26-29,6,Event Planning,Manager,Bachelor's Degree,United States,80000.0,0.15,0.0,Female
26-29,6,Hospitality Management,Director,Bachelor's Degree,United States,86500.0,0.15,0.0,Female
26-29,6,Sales,Product Manager,Bachelor's Degree,United States,93400.0,0.15,0.0,Female
26-29,6,Clothing And Clothing Accessories Stores,Other,Bachelor's Degree,United States,95000.0,0.15,0.0,Female
26-29,6,Retail,Manager,Bachelor's Degree,United States,115000.0,0.15,0.0,Female
26-29,6,Health Care,Product Manager,Master's Degree,United States,123000.0,0.15,0.0,Female
26-29,6,Biotech,Recruiter,Bachelor's Degree,United States,125000.0,0.15,0.0,Female
26-29,6,Marketing,Manager,Bachelor's Degree,United States,130000.0,0.15,0.0,Female
26-29,6,Mortgage,Analyst,Bachelor's Degree,United States,140000.0,0.15,0.0,Female
26-29,6,Marketing,Manager,Bachelor's Degree,United States,85000.0,0.16,0.0,Female
26-29,6,Consulting,Actuarial Associate,Master's Degree,United States,100000.0,0.2,0.0,Female
26-29,6,Fast Food,Analyst,Bachelor's Degree,United States,98200.0,0.25,0.0,Female
26-29,6,Construction,Sales Manager,Master's Degree,United States,110000.0,10.0,0.0,Female
26-29,6,Finance,Actuarial Associate,Bachelor's Degree,United States,191360.0,17.0,0.0,Female
26-29,6,Biotech,Manager,Bachelor's Degree,United States,301600.0,20.0,0.0,Female
26-29,6,Education,Commercial Specialist,Bachelor's Degree,United States,241280.0,40.0,0.0,Female
26-29,6,Health Care,Administrative Assistant,Bachelor's Degree,United States,50000.0,50.0,0.0,Female
26-29,6,Education,Administrative Assistant,Bachelor's Degree,United States,36120.0,175.0,0.0,Female
26-29,6,Merchandise/Cpg,Technician,Some college,United States,34400.0,200.0,0.0,Female
26-29,6,Consulting,Other,Bachelor's Degree,United States,72500.0,200.0,0.0,Female
26-29,6,Architecture,Interior Designer,Bachelor's Degree,United States,52000.0,250.0,0.0,Female
26-29,6,Finance,Administrative Assistant,Some college,United States,45000.0,300.0,0.0,Female
26-29,6,Administration,Commercial Specialist,Bachelor's Degree,United States,36480.0,400.0,0.0,Female
26-29,6,Auditing,Customer Service Representatives,Some college,United States,42600.0,400.0,0.0,Female
26-29,6,Social Assistance,Manager,Bachelor's Degree,United States,36000.0,500.0,0.0,Female
26-29,6,Architecture,Technician,Trade School,United States,41600.0,500.0,0.0,Female
26-29,6,Engineering,Technician,Associate Degree,United States,42000.0,500.0,0.0,Female
26-29,6,Banking,Consultant,Some college,United States,44000.0,500.0,0.0,Female
26-29,6,Education,Business Office Manager,Some college,United States,50000.0,500.0,0.0,Female
26-29,6,Hospitality Management,Coo,Bachelor's Degree,United States,55120.0,500.0,0.0,Female
26-29,6,Human Resources,Contact Center Specialist,Some college,United States,57000.0,500.0,0.0,Female
26-29,6,Retail,Assistant Manager,Some college,Canada,42276.52,369.55,0.0,Female
26-29,6,Retail,E-Commerce,Bachelor's Degree,United States,58500.0,500.0,0.0,Female
26-29,6,Non-Profit,Executive Assistant,Some college,United States,60000.0,500.0,0.0,Female
26-29,6,Environmental,Environmental Engineers,Some college,United States,66000.0,500.0,0.0,Female
26-29,6,Finance,Marketing,Bachelor's Degree,United States,67000.0,500.0,0.0,Female
26-29,6,Marketing,Social Media Manager,Bachelor's Degree,United States,75000.0,500.0,0.0,Female
26-29,6,Non-Profit,Manager,Bachelor's Degree,United States,76500.0,500.0,0.0,Female
26-29,6,Biotech,Team Assembly Line Machine Operator,Bachelor's Degree,United States,115000.0,500.0,0.0,Female
26-29,6,Communications/Media,Film And Video Editors And Camera Operators,Bachelor's Degree,United States,64000.0,600.0,0.0,Female
26-29,6,Health Care,Coo,Master's Degree,United States,70000.0,600.0,0.0,Female
26-29,6,Operations,Manager,Bachelor's Degree,United States,72500.0,600.0,0.0,Female
26-29,6,Bioinformatics,Team Assembly Line Machine Operator,Bachelor's Degree,United States,76000.0,600.0,0.0,Female
26-29,6,Non-Profit,Director,Bachelor's Degree,United States,52000.0,700.0,0.0,Female
26-29,6,Law/Legal/Attorney,Legal Assistant,Some college,United States,48000.0,750.0,0.0,Female
26-29,6,Biomedical,Team Assembly Line Machine Operator,Some college,United States,45000.0,850.0,0.0,Female
26-29,6,Finance,Coo,Some college,United States,47000.0,940.0,0.0,Female
26-29,6,Insurance,Business Analyst,Master's Degree,Panama,37000.0,1000.0,0.0,Female
26-29,6,Marketing,Events Manager,Bachelor's Degree,Estonia,40830.0,1088.8,0.0,Female
26-29,6,Insurance,Event Planner,Bachelor's Degree,United States,46000.0,1000.0,0.0,Female
26-29,6,Publishing,Assistant Director,Bachelor's Degree,United States,50000.0,1000.0,0.0,Female
26-29,6,Veterinary,Veterinary Technician,Bachelor's Degree,United States,50000.0,1000.0,0.0,Female
26-29,6,Law/Legal/Attorney,Paralegal,Bachelor's Degree,United States,53000.0,1000.0,0.0,Female
26-29,6,Advertising,Account Manager,Bachelor's Degree,United States,55000.0,1000.0,0.0,Female
26-29,6,Agriculture,Account Coordinator,Bachelor's Degree,United States,55000.0,1000.0,0.0,Female
26-29,6,Hospitality Management,Coo,Master's Degree,United States,58000.0,1000.0,0.0,Female
26-29,6,Mortgage,Auditor,Bachelor's Degree,United States,60000.0,1000.0,0.0,Female
26-29,6,Advertising,Manager,Bachelor's Degree,United States,60000.0,1000.0,0.0,Female
26-29,6,Publishing,Apparel Designer,Bachelor's Degree,United States,60000.0,1000.0,0.0,Female
26-29,6,Government/County,Independent Video Producer,Bachelor's Degree,United States,60000.0,1000.0,0.0,Female
26-29,6,Finance,Accountant,Bachelor's Degree,United States,62000.0,1000.0,0.0,Female
26-29,6,Human Resources,Die Designer,Bachelor's Degree,United States,62500.0,1000.0,0.0,Female
26-29,6,Apparel,Analyst,Bachelor's Degree,United States,65000.0,1000.0,0.0,Female
26-29,6,Manufacturing,Customer Service Representatives,No Schooling,United States,65000.0,1000.0,0.0,Female
26-29,6,Fitness,Account Manager,Bachelor's Degree,United States,65000.0,1000.0,0.0,Female
26-29,6,Telecommunications,Manager,Bachelor's Degree,United States,67000.0,1000.0,0.0,Female
26-29,6,Aviation,Community Development Planner,Bachelor's Degree,United States,67200.0,1000.0,0.0,Female
26-29,6,Marketing,Marketing,Some college,Australia,45892.0,655.6,0.0,Female
26-29,6,Retail,University,Bachelor's Degree,United States,73000.0,1000.0,0.0,Female
26-29,6,Food And Beverage,Social Media Manager,Bachelor's Degree,United States,80000.0,1000.0,0.0,Female
26-29,6,Repair And Maintenance,Management Information Systems Director,Master's Degree,United States,85000.0,1000.0,0.0,Female
26-29,6,Health Care,Manager,Bachelor's Degree,United States,110000.0,1000.0,0.0,Female
26-29,6,Health Care,Manager,Doctoral Degree,United States,147000.0,1000.0,0.0,Female
26-29,6,Marketing,Digital Marketing Manager,Master's Degree,United States,63800.0,1000.0,0.0,Female
26-29,6,Health Care,Assistant Manager,Associate Degree,United States,60840.0,1000.0,0.0,Female
26-29,6,Advertising,Credit Manager,Bachelor's Degree,United States,70000.0,1000.0,0.0,Female
26-29,6,Education,Assistant Director,Master's Degree,United States,52000.0,1040.0,0.0,Female
26-29,6,Finance,Bank Compliance Officer,Bachelor's Degree,United States,12000.0,1200.0,0.0,Female
26-29,6,Marketing,Marketing,Bachelor's Degree,United States,49000.0,1200.0,0.0,Female
26-29,6,Property Management,Project Manager,Bachelor's Degree,United States,55500.0,1200.0,0.0,Female
26-29,6,Non-Profit,Manager,Bachelor's Degree,United States,65000.0,1200.0,0.0,Female
26-29,6,Information Technology/It,Wan Systems Administrator,Bachelor's Degree,United States,80105.0,1200.0,0.0,Female
26-29,6,Architecture,Die Designer,Master's Degree,United States,47550.0,1400.0,0.0,Female
26-29,6,Human Resources,Research Assistant,Bachelor's Degree,United States,52000.0,1400.0,0.0,Female
26-29,6,Non-Profit,Manager,Bachelor's Degree,United States,54000.0,1400.0,0.0,Female
26-29,6,Televisiom/Tv,Manager,Bachelor's Degree,United States,75000.0,1400.0,0.0,Female
26-29,6,Marketing,Manager,Bachelor's Degree,United States,76000.0,1400.0,0.0,Female
26-29,6,Academia,Account Assistant,Master's Degree,United States,17500.0,1500.0,0.0,Female
26-29,6,Consulting,Forest Ecologist,Bachelor's Degree,United States,24000.0,1500.0,0.0,Female
26-29,6,Dental,Dental Assistant,Some college,United States,35000.0,1500.0,0.0,Female
26-29,6,Non-Profit,Director,Bachelor's Degree,United States,55000.0,1500.0,0.0,Female
26-29,6,Biotech,Analyst,Some college,United States,60000.0,1500.0,0.0,Female
26-29,6,Auto Sales,Manager,Bachelor's Degree,United States,62000.0,1500.0,0.0,Female
26-29,6,Hospitality Management,Database Security Administrator,Bachelor's Degree,United States,62000.0,1500.0,0.0,Female
26-29,6,Government/County,Scientist,Master's Degree,United States,90000.0,1500.0,0.0,Female
26-29,6,Biotech,Community Health Advisor,Associate Degree,United States,32000.0,1800.0,0.0,Female
26-29,6,Design,Sales Representative,Bachelor's Degree,United States,36000.0,2000.0,0.0,Female
26-29,6,Information Technology/It,Analyst,Associate Degree,Ireland,43552.0,2177.6,0.0,Female
26-29,6,Design,Manager,Bachelor's Degree,United Kingdom,53550.0,2550.0,0.0,Female
26-29,6,Health Care,Account Coordinator,Bachelor's Degree,United States,47000.0,2000.0,0.0,Female
26-29,6,Law/Legal/Attorney,Home Mortgage Disclosure Act Specialist,Bachelor's Degree,United States,50000.0,2000.0,0.0,Female
26-29,6,Education,Manager,High School Diploma,United States,50000.0,2000.0,0.0,Female
26-29,6,Banking,Credit Processor,Some college,United States,50000.0,2000.0,0.0,Female
26-29,6,Marketing,Graphic Designer,Bachelor's Degree,United States,54000.0,2000.0,0.0,Female
26-29,6,Marketing,Digital Marketing Manager,Bachelor's Degree,United States,55000.0,2000.0,0.0,Female
26-29,6,Finance,Accountant,Bachelor's Degree,United States,55000.0,2000.0,0.0,Female
26-29,6,Real Estate/Housing,Marketing,Bachelor's Degree,United States,55000.0,2000.0,0.0,Female
26-29,6,Health Care,Community Health Workers,Master's Degree,United States,58000.0,2000.0,0.0,Female
26-29,6,Banking,Commercial Specialist,Bachelor's Degree,United States,58500.0,2000.0,0.0,Female
26-29,6,Law/Legal/Attorney,Legal Assistant,Bachelor's Degree,Canada,44346.0,1478.2,0.0,Female
26-29,6,Human Resources,Recruiter,Bachelor's Degree,United States,60000.0,2000.0,0.0,Female
26-29,6,Education,Teacher,Master's Degree,United States,61000.0,2000.0,0.0,Female
26-29,6,Non-Profit,Manager,Master's Degree,United States,64000.0,2000.0,0.0,Female
26-29,6,Real Estate/Housing,Project Manager,Bachelor's Degree,United States,68000.0,2000.0,0.0,Female
26-29,6,Finance,Manager,Bachelor's Degree,United States,71500.0,2000.0,0.0,Female
26-29,6,Utilities,Business Management Analyst,Bachelor's Degree,United States,73000.0,2000.0,0.0,Female
26-29,6,Advertising,Analyst,Bachelor's Degree,United States,73000.0,2000.0,0.0,Female
26-29,6,Design,Die Designer,Bachelor's Degree,United States,73400.0,2000.0,0.0,Female
26-29,6,Automotive,Purchasing Clerk,Bachelor's Degree,United States,74000.0,2000.0,0.0,Female
26-29,6,Marketing,Account Manager,Bachelor's Degree,United States,75000.0,2000.0,0.0,Female
26-29,6,Advertising,Broadcast Producer,Bachelor's Degree,United States,75000.0,2000.0,0.0,Female
26-29,6,Advertising,Manager,Bachelor's Degree,United States,76000.0,2000.0,0.0,Female
26-29,6,Engineering,Engineer,Bachelor's Degree,United States,79800.0,2000.0,0.0,Female
26-29,6,Pharmacy,Pharmacist,Doctoral Degree,United States,84754.0,2000.0,0.0,Female
26-29,6,Health Care,Nurse,Bachelor's Degree,United States,85000.0,2000.0,0.0,Female
26-29,6,Accounting,Account Manager,Bachelor's Degree,United States,85000.0,2000.0,0.0,Female
26-29,6,Asset Management,Project Manager,Master's Degree,United States,89000.0,2000.0,0.0,Female
26-29,6,Construction,Manager,Bachelor's Degree,United States,100000.0,2000.0,0.0,Female
26-29,6,Federal Governenment,Public Affairs Director,Bachelor's Degree,United States,103000.0,2000.0,0.0,Female
26-29,6,Digital,Director,Bachelor's Degree,United States,105000.0,2000.0,0.0,Female
26-29,6,Marketing,Manager,Bachelor's Degree,United States,57000.0,2000.0,0.0,Female
26-29,6,Pharmacy,Pharmacist,Doctoral Degree,United States,114400.0,2250.0,0.0,Female
26-29,6,Finance,Tellers,High School Diploma,United States,38000.0,2500.0,0.0,Female
26-29,6,Mortgage,Graphic Designer,Bachelor's Degree,United States,43000.0,2500.0,0.0,Female
26-29,6,Property Management,Staff Accountant,Some college,United States,48000.0,2500.0,0.0,Female
26-29,6,Publishing,Scientific Publications Editor,Bachelor's Degree,United States,51000.0,2500.0,0.0,Female
26-29,6,Fashion Design,Die Designer,Bachelor's Degree,United States,62000.0,2500.0,0.0,Female
26-29,6,Accounting,Accounting,Master's Degree,Canada,48041.5,1847.75,0.0,Female
26-29,6,Real Estate/Housing,Coo,Bachelor's Degree,United States,66500.0,2500.0,0.0,Female
26-29,6,Marketing,Digital Designer,Bachelor's Degree,United States,87500.0,2500.0,0.0,Female
26-29,6,Biotech,Manager,Bachelor's Degree,United States,98000.0,2500.0,0.0,Female
26-29,6,Accounting,Auditor,Bachelor's Degree,United States,111000.0,2500.0,0.0,Female
26-29,6,Biotech,Social Media Manager,Bachelor's Degree,United States,140000.0,2800.0,0.0,Female
26-29,6,Banking,Community Health Advisor,High School Diploma,United States,33000.0,3000.0,0.0,Female
26-29,6,Insurance,Sales,Bachelor's Degree,United States,42000.0,3000.0,0.0,Female
26-29,6,Banking,Computer Customer Support Specialist,Bachelor's Degree,United States,43000.0,3000.0,0.0,Female
26-29,6,Technical Services,Teacher,Bachelor's Degree,United States,44000.0,3000.0,0.0,Female
26-29,6,Banking,Assistant Manager,Bachelor's Degree,United States,49000.0,3000.0,0.0,Female
26-29,6,Mortgage,Credit Processor,Some college,United States,51000.0,3000.0,0.0,Female
26-29,6,Retail,Chrome Plater,Bachelor's Degree,United States,56000.0,3000.0,0.0,Female
26-29,6,Hr/Payroll,Account Manager,Bachelor's Degree,United States,58000.0,3000.0,0.0,Female
26-29,6,Computer Software,Sales,Master's Degree,United States,62500.0,3000.0,0.0,Female
26-29,6,Insurance,Account Manager,Some college,United States,62616.0,3000.0,0.0,Female
